Crystals,v_Binding_energy_mean,v_Binding_energy_std,v_Energy_barrier_mean,v_Energy_barrier_std,std,M,UB,LB,CDF
Zn11Ni2_mp-11532_primitive_210,0.67986086,0.032979865,0.404181148,0.00819467,0.033982703,-0.275679712,-0.241697009,-0.309662415,0
Y2Ni7_mp-1201276_primitive_110,0.817513746,0.026006846,0.541705811,0.016910654,0.031021384,-0.275807935,-0.244786551,-0.306829319,0
NiGe_mp-1099_primitive_121,0.639277565,0.082401728,0.363178065,0.014338228,0.08363988,-0.2760995,-0.19245962,-0.35973938,6.01364E-06
Ni5Sb2_mp-2409_primitive_21-2,0.672385052,0.048544497,0.396139005,0.034374716,0.059482681,-0.276246047,-0.216763366,-0.335728728,3.7024E-10
Zn22Ni3_mp-1207504_primitive_2-12,0.68714357,0.031844204,0.410787395,0.010046398,0.033391368,-0.276356176,-0.242964808,-0.309747543,0
GaNi3_mp-1184034_primitive_1-10,0.85435183,0.068359127,0.577547473,0.02194037,0.071793803,-0.276804358,-0.205010555,-0.348598161,1.61817E-07
TaNi_mp-1217954_primitive_221,0.705709887,0.017831868,0.42719419,0.005252221,0.01858928,-0.278515697,-0.259926417,-0.297104976,0
GaNi2_mp-570904_primitive_001,0.84069438,0.04168149,0.562131763,0.027042893,0.049685659,-0.278562617,-0.228876959,-0.328248276,5.9508E-14
Zn11Ni2_mp-11532_primitive_111,0.677029273,0.029105426,0.39798153,0.008326814,0.030273118,-0.279047742,-0.248774624,-0.309320861,0
TaNi2_mp-1157_primitive_101,0.70956457,0.023025603,0.430082971,0.005938115,0.023778974,-0.279481599,-0.255702625,-0.303260573,0
NiAg3_mp-976762_primitive_2-21,0.650748247,0.042472874,0.370852046,0.0100218,0.04363922,-0.279896201,-0.236256981,-0.323535421,0
TaNi2_mp-1157_primitive_2-12,0.711349824,0.02810762,0.430938984,0.009808586,0.029769896,-0.28041084,-0.250640944,-0.310180735,0
YNi3_mp-569196_primitive_21-1,0.818139586,0.036372657,0.53718185,0.016928126,0.040118968,-0.280957736,-0.240838768,-0.321076704,0
TaNi2_mp-1157_primitive_221,0.709449238,0.030667997,0.428186741,0.012556772,0.033139079,-0.281262496,-0.248123418,-0.314401575,0
TaNi2_mp-1157_primitive_102,0.713053972,0.03239115,0.431453153,0.008260965,0.033427985,-0.281600818,-0.248172833,-0.315028803,0
NiAu3_mp-976784_primitive_221,0.68589198,0.018233047,0.404174344,0.007567542,0.019741117,-0.281717636,-0.261976519,-0.301458752,0
NiGe2_mp-29900_primitive_221,0.620935205,0.063130642,0.339143175,0.016757345,0.065316817,-0.28179203,-0.216475213,-0.347108847,6.27309E-09
NiGe2_mp-29900_primitive_112,0.604055694,0.058064287,0.321949171,0.012294207,0.059351571,-0.282106523,-0.222754953,-0.341458094,1.81068E-10
NiGe_mp-1099_primitive_120,0.649816772,0.04518522,0.366547054,0.009470139,0.046166954,-0.283269718,-0.237102764,-0.329436672,3.33067E-16
Y2Ni7_mp-1201276_primitive_201,0.821169779,0.031345173,0.537806162,0.020472679,0.037438622,-0.283363616,-0.245924994,-0.320802239,0
NiGe2_mp-29900_primitive_111,0.599999234,0.054591623,0.316586879,0.010671255,0.055624823,-0.283412355,-0.227787532,-0.339037178,9.52971E-12
Zn22Ni3_mp-1207504_primitive_1-12,0.691353315,0.034052341,0.407673904,0.008748642,0.035158223,-0.283679411,-0.248521187,-0.318837634,0
NiAu3_mp-976806_primitive_212,0.690861183,0.013781284,0.406982829,0.005715095,0.01491932,-0.283878355,-0.268959035,-0.298797674,0
TaNi2_mp-1157_primitive_110,0.712607193,0.035444757,0.42866208,0.011214198,0.037176458,-0.283945113,-0.246768655,-0.321121572,0
NiAg3_mp-976762_primitive_21-1,0.656554374,0.036803347,0.372553749,0.011369691,0.038519556,-0.284000625,-0.245481069,-0.322520181,0
Ni3Sb_mp-976893_primitive_201,0.690621752,0.04360493,0.406360343,0.021075135,0.048430891,-0.284261408,-0.235830517,-0.3326923,5.44009E-15
TaNi2_mp-1157_primitive_112,0.715881896,0.027629497,0.431446128,0.008731634,0.028976379,-0.284435768,-0.25545939,-0.313412147,0
Ni7Ge4_mp-1219818_primitive_001,0.647650415,0.057823051,0.363089305,0.010102753,0.058698985,-0.28456111,-0.225862124,-0.343260095,8.79394E-11
Zn53Ni16_mp-581951_primitive_001,0.682374954,0.031710121,0.397725275,0.009168778,0.033009064,-0.284649679,-0.251640615,-0.317658743,0
NiAu3_mp-976806_primitive_102,0.689846638,0.029826352,0.404802778,0.005727549,0.030371304,-0.285043859,-0.254672555,-0.315415164,0
TaNi_mp-1217954_primitive_212,0.709246716,0.019418596,0.423406951,0.00537802,0.020149565,-0.285839765,-0.2656902,-0.30598933,0
TaNi2_mp-1157_primitive_1-11,0.720987141,0.01818002,0.434412132,0.007506375,0.019668726,-0.286575009,-0.266906283,-0.306243735,0
In3Ni2_mp-21385_primitive_100,0.666094416,0.055424805,0.379185417,0.01300081,0.056929167,-0.286908999,-0.229979832,-0.343838166,1.78793E-11
Y2Ni7_mp-574339_primitive_221,0.824869597,0.041039585,0.537900668,0.017459345,0.044599061,-0.286968929,-0.242369867,-0.33156799,0
TaNi2_mp-1157_primitive_111,0.716724461,0.026616431,0.429446091,0.010054062,0.02845204,-0.287278371,-0.258826331,-0.31573041,0
YNi3_mp-569196_primitive_111,0.81920867,0.031509203,0.531862742,0.017490655,0.036038214,-0.287345928,-0.251307714,-0.323384142,0
NiGe2_mp-29900_primitive_2-11,0.598981634,0.049360204,0.311515233,0.015278715,0.051670774,-0.287466401,-0.235795627,-0.339137174,1.38445E-13
Zn22Ni3_mp-1207504_primitive_1-10,0.70016855,0.030094637,0.412659679,0.007808902,0.031091255,-0.287508871,-0.256417615,-0.318600126,0
TaNi3_mp-570491_primitive_102,0.735279152,0.019806792,0.447731729,0.00875393,0.02165503,-0.287547423,-0.265892393,-0.309202453,0
NiAu3_mp-976806_primitive_221,0.692779884,0.025209278,0.405136716,0.0074508,0.026287299,-0.287643167,-0.261355868,-0.313930467,0
NiGe_mp-1099_primitive_110,0.651008847,0.054757886,0.363116769,0.010292801,0.055716854,-0.287892078,-0.232175223,-0.343608932,5.91116E-12
YNi3_mp-569196_primitive_210,0.830833876,0.037157661,0.542870754,0.020525617,0.042449885,-0.287963122,-0.245513238,-0.330413007,0
YNi3_mp-569196_primitive_201,0.836182684,0.039015089,0.548012754,0.015827607,0.042103329,-0.288169929,-0.246066601,-0.330273258,0
TaNi3_mp-570491_primitive_221,0.724411693,0.023735858,0.435695584,0.007681949,0.024948012,-0.288716109,-0.263768097,-0.313664121,0
CaNi2_mp-2295_primitive_111,0.75417434,0.030137721,0.465231201,0.015302596,0.033800172,-0.288943139,-0.255142967,-0.322743311,0
TaNi3_mp-570491_primitive_100,0.720288667,0.026217813,0.431263785,0.010256309,0.028152542,-0.289024882,-0.26087234,-0.317177424,0
GaNi3_mp-815_primitive_110,0.858539793,0.032241854,0.56913836,0.023670722,0.039998003,-0.289401433,-0.24940343,-0.329399436,0
TaNi3_mp-569776_primitive_001,0.741690493,0.026701866,0.452145883,0.010662656,0.028752077,-0.289544609,-0.260792533,-0.318296686,0
InNi3_mp-22784_primitive_111,0.9,0,0.61,0,0,-0.29,-0.29,-0.29,0
GaNi3_mp-1184058_primitive_221,0.858366671,0.045324698,0.568340215,0.025229201,0.051873315,-0.290026456,-0.238153141,-0.341899771,1.18572E-13
TaNi3_mp-570491_primitive_212,0.728668138,0.02013106,0.43863377,0.006786539,0.021244215,-0.290034369,-0.268790153,-0.311278584,0
NiAu3_mp-976806_primitive_210,0.691666198,0.019648402,0.401563559,0.009838071,0.021973787,-0.290102638,-0.268128851,-0.312076426,0
GaNi3_mp-1184034_primitive_2-21,0.859403145,0.038254342,0.568179011,0.023987523,0.045153028,-0.291224134,-0.246071106,-0.336377162,0
NiAu3_mp-976784_primitive_210,0.69791508,0.018693916,0.406547052,0.00861415,0.02058315,-0.291368029,-0.270784878,-0.311951179,0
TaNi3_mp-569776_primitive_10-2,0.720768642,0.023165158,0.429390348,0.006652929,0.024101577,-0.291378294,-0.267276717,-0.315479871,0
TaNi3_mp-569776_primitive_212,0.723243171,0.024664096,0.431809047,0.007530925,0.025788223,-0.291434124,-0.265645901,-0.317222347,0
GaNi3_mp-1184034_primitive_111,0.856375161,0.038272628,0.564596698,0.025312162,0.045885723,-0.291778463,-0.24589274,-0.337664187,0
GaNi3_mp-815_primitive_210,0.860167298,0.043222745,0.568353978,0.02115411,0.048121742,-0.29181332,-0.243691578,-0.339935062,1.11022E-15
GaNi3_mp-1184034_primitive_22-1,0.860133719,0.036589314,0.568298137,0.021483356,0.042430089,-0.291835582,-0.249405493,-0.334265671,0
Y2Ni7_mp-574339_primitive_21-1,0.823326084,0.040818119,0.531441799,0.025644824,0.048205558,-0.291884285,-0.243678727,-0.340089844,1.22125E-15
TaNi3_mp-891_primitive_001,0.732190713,0.020249607,0.440259115,0.009229857,0.022253918,-0.291931598,-0.26967768,-0.314185516,0
Y2Ni7_mp-574339_primitive_211,0.826974878,0.028275699,0.535040255,0.018840712,0.033977751,-0.291934623,-0.257956872,-0.325912374,0
Zn3Ni_mp-971941_primitive_110,0.683173451,0.02833679,0.391008471,0.012353667,0.030912566,-0.29216498,-0.261252414,-0.323077546,0
TaNi2_mp-1157_primitive_22-1,0.72422646,0.027977331,0.432005304,0.009359467,0.029501367,-0.292221156,-0.262719789,-0.321722523,0
YNi2_mp-1019_primitive_111,0.831962523,0.037537128,0.539503185,0.018105913,0.041675653,-0.292459337,-0.250783685,-0.33413499,0
Zn3Ni_mp-1187948_primitive_001,0.690390226,0.029856993,0.397645158,0.00739407,0.030758938,-0.292745069,-0.26198613,-0.323504007,0
TaNi3_mp-891_primitive_100,0.745931476,0.020166017,0.453103423,0.008860033,0.022026539,-0.292828053,-0.270801514,-0.314854592,0
TaNi2_mp-1157_primitive_11-1,0.720785102,0.028258107,0.427519009,0.011273659,0.030423938,-0.293266094,-0.262842156,-0.323690032,0
GaNi3_mp-1184034_primitive_112,0.856738713,0.047403017,0.563292637,0.02847151,0.055296228,-0.293446076,-0.238149848,-0.348742304,2.03981E-12
GaNi3_mp-1184058_primitive_111,0.867498314,0.034779283,0.573936599,0.021454047,0.0408641,-0.293561715,-0.252697615,-0.334425814,0
NiGe2_mp-29900_primitive_201,0.601514241,0.06087299,0.307455836,0.011112817,0.061879041,-0.294058405,-0.232179364,-0.355937445,2.70717E-10
GaNi3_mp-1184058_primitive_102,0.863482344,0.056884794,0.56922614,0.021902869,0.060955848,-0.294256204,-0.233300356,-0.355212053,1.45176E-10
YNi5_mp-2152_primitive_001,0.8508692,0.040175638,0.556537187,0.016990751,0.043620724,-0.294332013,-0.250711289,-0.337952736,0
TaNi3_mp-569776_primitive_101,0.727890861,0.023297526,0.433109133,0.009134042,0.025024097,-0.294781728,-0.269757631,-0.319805825,0
NiAg3_mp-976762_primitive_1-10,0.66705783,0.032445784,0.372241041,0.00805215,0.033430016,-0.294816789,-0.261386773,-0.328246805,0
NiAu3_mp-976806_primitive_110,0.696147192,0.0207463,0.401106295,0.006198093,0.021652375,-0.295040897,-0.273388522,-0.316693271,0
GaNi3_mp-1184034_primitive_1-11,0.865534353,0.045848484,0.570449126,0.026345262,0.052878695,-0.295085227,-0.242206533,-0.347963922,1.6398E-13
Y2Ni7_mp-574339_primitive_10-1,0.830751681,0.038260366,0.535508096,0.019758549,0.043061072,-0.295243585,-0.252182513,-0.338304657,0
Zn3Ni_mp-971941_primitive_210,0.687573317,0.032434701,0.392259246,0.01137648,0.034371996,-0.295314071,-0.260942075,-0.329686066,0
Zn3Ni_mp-971941_primitive_101,0.683050734,0.029729484,0.387439834,0.008813686,0.031008438,-0.2956109,-0.264602462,-0.326619339,0
Zn3Ni_mp-971941_primitive_11-1,0.700424474,0.021655265,0.40445874,0.008097458,0.023119674,-0.295965734,-0.27284606,-0.319085408,0
NiAu3_mp-976806_primitive_201,0.699090889,0.026730839,0.403059892,0.004567914,0.027118326,-0.296030997,-0.268912671,-0.323149323,0
TaNi3_mp-570491_primitive_201,0.745630199,0.021953472,0.449512689,0.006372229,0.022859576,-0.29611751,-0.273257934,-0.318977086,0
NiGe2_mp-29900_primitive_212,0.609456635,0.061498946,0.31319426,0.01179321,0.062619487,-0.296262375,-0.233642888,-0.358881861,3.44911E-10
GaNi3_mp-1184058_primitive_001,0.875915769,0.054275915,0.579592651,0.019870942,0.057799042,-0.296323118,-0.238524076,-0.35412216,1.16331E-11
TaNi3_mp-570491_primitive_110,0.747316074,0.028405165,0.450832954,0.01011107,0.030151072,-0.29648312,-0.266332049,-0.326634192,0
NiAu3_mp-976806_primitive_2-12,0.698782915,0.019653261,0.402299383,0.006568195,0.020721773,-0.296483532,-0.275761759,-0.317205304,0
NiAu3_mp-976784_primitive_211,0.697107604,0.024293844,0.400616367,0.004516127,0.024710044,-0.296491237,-0.271781193,-0.321201281,0
Nb6Ni7_mp-1105044_primitive_111,0.703144035,0.057054147,0.40663006,0.00883611,0.057734328,-0.296513975,-0.238779647,-0.354248302,1.08058E-11
GaNi3_mp-1184034_primitive_201,0.859005582,0.025943721,0.562356782,0.026246312,0.036904547,-0.2966488,-0.259744253,-0.333553347,0
NiAu3_mp-976806_primitive_101,0.694276753,0.024374116,0.397524656,0.007932462,0.025632431,-0.296752097,-0.271119666,-0.322384527,0
TaNi3_mp-570491_primitive_1-11,0.747534174,0.029595831,0.450437753,0.007640762,0.03056623,-0.297096421,-0.26653019,-0.327662651,0
NiAg3_mp-976762_primitive_101,0.665783179,0.038891288,0.368550476,0.01057375,0.040303058,-0.297232702,-0.256929645,-0.33753576,0
NiAu3_mp-976806_primitive_211,0.697112405,0.021931659,0.399848007,0.010952528,0.024514395,-0.297264399,-0.272750004,-0.321778793,0
CaNi2_mp-2295_primitive_221,0.805153239,0.032828789,0.507561372,0.016237012,0.036624718,-0.297591867,-0.260967148,-0.334216585,0
TaNi3_mp-570491_primitive_21-1,0.731548503,0.023611646,0.433788441,0.006517242,0.024494577,-0.297760062,-0.273265485,-0.322254639,0
TaNi_mp-1217954_primitive_100,0.719263351,0.031989452,0.421165662,0.008269884,0.033041126,-0.298097689,-0.265056564,-0.331138815,0
GaNi3_mp-1184058_primitive_201,0.866863921,0.02899863,0.56873467,0.018489979,0.034391857,-0.298129252,-0.263737394,-0.332521109,0
TaNi3_mp-891_primitive_010,0.748588598,0.021691483,0.45037774,0.007832816,0.023062381,-0.298210858,-0.275148476,-0.321273239,0
Y2Ni7_mp-1201276_primitive_102,0.83495352,0.037851491,0.536602122,0.017870019,0.04185777,-0.298351398,-0.256493628,-0.340209168,0
TaNi3_mp-569776_primitive_122,0.747635528,0.016699363,0.449231957,0.007229476,0.018197089,-0.298403572,-0.280206483,-0.316600661,0
TaNi3_mp-570491_primitive_210,0.732036155,0.031220696,0.433620156,0.007735375,0.032164699,-0.298415999,-0.2662513,-0.330580698,0
YNi5_mp-2152_primitive_101,0.851796484,0.030817669,0.55303753,0.021366169,0.037499892,-0.298758954,-0.261259062,-0.336258846,0
TaNi3_mp-569776_primitive_201,0.748532587,0.018575523,0.449675925,0.006031152,0.019530101,-0.298856662,-0.279326561,-0.318386763,0
YNi3_mp-569196_primitive_102,0.836195254,0.03221379,0.536997285,0.016753155,0.03630973,-0.299197969,-0.262888239,-0.335507699,0
TaNi3_mp-891_primitive_212,0.748326373,0.01862831,0.448945273,0.006163,0.019621328,-0.2993811,-0.279759772,-0.319002427,0
NiSn_mp-680646_primitive_211,0.602416864,0.047555402,0.302995686,0.017404419,0.050640202,-0.299421178,-0.248780976,-0.35006138,7.32747E-15
TaNi_mp-1217954_primitive_110,0.719478706,0.02234044,0.419970842,0.005937984,0.023116119,-0.299507864,-0.276391745,-0.322623982,0
TaNi_mp-1217954_primitive_001,0.719118696,0.025739877,0.419604111,0.009962392,0.027600553,-0.299514586,-0.271914033,-0.327115139,0
Zn3Ni_mp-971941_primitive_102,0.689417136,0.027927581,0.389820457,0.009900889,0.029630684,-0.299596679,-0.269965996,-0.329227363,0
NiGe2_mp-29900_primitive_110,0.698355749,0.077802476,0.39846556,0.012662561,0.078826174,-0.299890189,-0.221064015,-0.378716363,3.78377E-07
TaNi3_mp-570491_primitive_2-12,0.747027004,0.032011451,0.446776827,0.010161313,0.033585492,-0.300250177,-0.266664685,-0.333835669,0
TaNi3_mp-569776_primitive_120,0.750148851,0.014575011,0.44969006,0.006372191,0.015907097,-0.30045879,-0.284551693,-0.316365888,0
YNi3_mp-569196_primitive_20-1,0.847563905,0.03029138,0.546804655,0.021589353,0.037197686,-0.30075925,-0.263561564,-0.337956936,0
TaNi3_mp-570491_primitive_2-21,0.750934792,0.025083252,0.449769095,0.008851548,0.026599237,-0.301165697,-0.27456646,-0.327764934,0
CaNi2_mp-2295_primitive_21-1,0.810899505,0.038171075,0.509667911,0.014541051,0.040846947,-0.301231594,-0.260384647,-0.342078542,0
Y2Ni7_mp-574339_primitive_20-1,0.841892242,0.024236347,0.540491788,0.020324976,0.031630763,-0.301400454,-0.269769692,-0.333031217,0
NiGe2_mp-29900_primitive_2-12,0.629986152,0.036012135,0.3283549,0.012875751,0.038244723,-0.301631252,-0.263386529,-0.339875976,0
Zn22Ni3_mp-1207504_primitive_112,0.702367759,0.028022296,0.400731632,0.013248395,0.030996275,-0.301636127,-0.270639852,-0.332632401,0
Y2Ni7_mp-574339_primitive_101,0.847210383,0.030761573,0.545561424,0.019101336,0.036209603,-0.30164896,-0.265439356,-0.337858563,0
TaNi3_mp-570491_primitive_112,0.753751093,0.017471028,0.451208852,0.00725916,0.018919097,-0.302542241,-0.283623144,-0.321461338,0
TaNi3_mp-569776_primitive_21-2,0.753416213,0.023603699,0.45085123,0.005544501,0.024246156,-0.302564983,-0.278318827,-0.326811139,0
YNi3_mp-569196_primitive_211,0.838201931,0.030137795,0.535362294,0.019846723,0.036085719,-0.302839637,-0.266753917,-0.338925356,0
NiAg3_mp-976762_primitive_221,0.673692834,0.034994469,0.370817277,0.011550366,0.036851374,-0.302875558,-0.266024183,-0.339726932,0
GaNi3_mp-815_primitive_111,0.877916536,0.031572243,0.57499266,0.024182433,0.039769292,-0.302923876,-0.263154584,-0.342693168,0
TaNi3_mp-570491_primitive_22-1,0.75160481,0.025530996,0.448566054,0.005568483,0.026131203,-0.303038757,-0.276907553,-0.32916996,0
TaNi3_mp-569776_primitive_11-1,0.740506181,0.017853539,0.437405381,0.005071067,0.018559757,-0.303100801,-0.284541044,-0.321660557,0
TaNi3_mp-891_primitive_211,0.733912283,0.02158451,0.430746531,0.006424071,0.022520208,-0.303165752,-0.280645544,-0.325685959,0
Ga4Ni3_mp-30655_primitive_11-1,0.649134848,0.068612494,0.345860592,0.008717223,0.069164039,-0.303274256,-0.234110217,-0.372438295,6.49833E-09
GaNi3_mp-1184034_primitive_110,0.875550163,0.030323316,0.572269496,0.028030371,0.04129413,-0.303280666,-0.261986536,-0.344574797,0
NiAu3_mp-976784_primitive_110,0.702047464,0.024159527,0.398585737,0.006234278,0.024950931,-0.303461727,-0.278510796,-0.328412659,0
TaNi3_mp-891_primitive_101,0.730191809,0.027559486,0.426593797,0.011213855,0.029753585,-0.303598012,-0.273844427,-0.333351597,0
NiAu3_mp-976806_primitive_111,0.704709494,0.027834337,0.401036072,0.010077185,0.029602364,-0.303673422,-0.274071058,-0.333275787,0
TaNi3_mp-569776_primitive_10-1,0.741448614,0.042201066,0.437698928,0.007441065,0.042852064,-0.303749686,-0.260897622,-0.346601751,0
TaNi2_mp-1157_primitive_2-11,0.742077804,0.03481346,0.43794135,0.007078175,0.035525731,-0.304136454,-0.268610723,-0.339662184,0
TaNi3_mp-570491_primitive_211,0.756500518,0.020325711,0.452352859,0.010797492,0.023015655,-0.304147659,-0.281132005,-0.327163314,0
NiGe2_mp-29900_primitive_001,0.697505763,0.056905151,0.393306528,0.0109096,0.057941484,-0.304199235,-0.246257751,-0.362140719,5.1088E-12
GaNi2_mp-570904_primitive_101,0.914899462,0.028697526,0.610593262,0.028351097,0.040340212,-0.3043062,-0.263965989,-0.344646412,0
YNi3_mp-569196_primitive_10-2,0.850693285,0.033764885,0.546032912,0.022952172,0.040827315,-0.304660374,-0.263833059,-0.345487689,0
TaNi3_mp-569776_primitive_210,0.749198502,0.022137502,0.444119623,0.007741001,0.023451911,-0.305078879,-0.281626968,-0.32853079,0
TaNi3_mp-569776_primitive_112,0.753892627,0.02995323,0.448273368,0.006528086,0.030656352,-0.305619259,-0.274962908,-0.336275611,0
Y2Ni7_mp-574339_primitive_212,0.844617859,0.035238976,0.538800019,0.014440498,0.038082981,-0.30581784,-0.267734859,-0.34390082,0
TaNi3_mp-569776_primitive_221,0.736444727,0.01633424,0.429981953,0.006112261,0.017440388,-0.306462774,-0.289022386,-0.323903162,0
NiGe_mp-1099_primitive_102,0.672900024,0.051341717,0.366276221,0.008487566,0.052038549,-0.306623803,-0.254585254,-0.358662353,1.25455E-14
NiAu3_mp-976784_primitive_100,0.709931388,0.018685989,0.402818526,0.004938687,0.019327618,-0.307112862,-0.287785244,-0.32644048,0
Y2Ni7_mp-1201276_primitive_221,0.849062565,0.027953244,0.541794583,0.022936174,0.036158705,-0.307267982,-0.271109277,-0.343426687,0
YNi5_mp-2152_primitive_110,0.857619864,0.027685421,0.549984175,0.021904789,0.035303007,-0.307635689,-0.272332681,-0.342938696,0
TaNi3_mp-570491_primitive_111,0.758009213,0.024806373,0.450271413,0.006766555,0.025712689,-0.3077378,-0.282025111,-0.33345049,0
TaNi3_mp-891_primitive_210,0.756248963,0.022619533,0.448200502,0.00690293,0.023649392,-0.308048461,-0.28439907,-0.331697853,0
TaNi3_mp-569776_primitive_010,0.761441079,0.021296041,0.453085282,0.008061659,0.022770852,-0.308355796,-0.285584945,-0.331126648,0
TaNi3_mp-569776_primitive_12-2,0.758851308,0.028064745,0.450405,0.006686937,0.028850391,-0.308446307,-0.279595916,-0.337296698,0
Ni3Sn4_mp-20174_primitive_10-2,0.608315223,0.055118766,0.299845585,0.01550399,0.057257769,-0.308469638,-0.251211869,-0.365727407,1.71074E-12
Ga4Ni3_mp-30655_primitive_21-1,0.666018,0.050105738,0.357521227,0.007655858,0.050687248,-0.308496773,-0.257809525,-0.359184021,1.88738E-15
Zn3Ni_mp-971941_primitive_1-11,0.699361357,0.037375643,0.390851489,0.012954335,0.039556965,-0.308509868,-0.268952904,-0.348066833,0
Y2Ni17_mp-1196175_primitive_100,0.803380644,0.024617157,0.494671534,0.010582486,0.0267954,-0.30870911,-0.281913711,-0.33550451,0
TaNi3_mp-569776_primitive_021,0.757377747,0.025210603,0.44833017,0.008265746,0.026531059,-0.309047577,-0.282516518,-0.335578636,0
TaNi_mp-1217954_primitive_102,0.728622809,0.030280923,0.419023718,0.010459832,0.032036579,-0.309599091,-0.277562512,-0.34163567,0
GaNi3_mp-1184058_primitive_2-12,0.870906153,0.037590443,0.561131448,0.026358831,0.045911103,-0.309774706,-0.263863603,-0.355685809,0
TaNi3_mp-891_primitive_102,0.760446382,0.027934365,0.450462998,0.006903689,0.028774809,-0.309983383,-0.281208574,-0.338758192,0
TaNi_mp-1217954_primitive_101,0.724438497,0.027203338,0.414372979,0.008195397,0.028411021,-0.310065518,-0.281654498,-0.338476539,0
TaNi3_mp-569776_primitive_121,0.757741216,0.021001172,0.447481233,0.007183419,0.022195737,-0.310259983,-0.288064246,-0.33245572,0
TaNi3_mp-569776_primitive_100,0.770742673,0.024019322,0.460386537,0.006745457,0.024948528,-0.310356136,-0.285407608,-0.335304663,0
TaNi3_mp-891_primitive_201,0.745968187,0.025388236,0.435396425,0.009456981,0.027092379,-0.310571761,-0.283479382,-0.337664141,0
GaNi3_mp-815_primitive_221,0.886346886,0.024956675,0.575731149,0.02036728,0.032212757,-0.310615736,-0.278402979,-0.342828493,0
TaNi3_mp-569776_primitive_011,0.760251749,0.018023221,0.449574247,0.007320557,0.019453202,-0.310677502,-0.2912243,-0.330130704,0
TaNi3_mp-569776_primitive_22-1,0.762240964,0.015831822,0.450915179,0.006205013,0.017004375,-0.311325786,-0.29432141,-0.328330161,0
TaNi_mp-1217954_primitive_10-1,0.726285294,0.025349031,0.414195269,0.009894528,0.027211671,-0.312090024,-0.284878353,-0.339301696,0
TaNi3_mp-891_primitive_012,0.761712167,0.020776036,0.449535136,0.006860104,0.021879321,-0.312177031,-0.290297709,-0.334056352,0
TaNi_mp-1217954_primitive_10-2,0.73165563,0.035166095,0.419327092,0.008015939,0.036068123,-0.312328538,-0.276260415,-0.348396661,0
TaNi_mp-1217954_primitive_211,0.730653936,0.03025142,0.417984949,0.010695117,0.032086352,-0.312668987,-0.280582635,-0.344755338,0
TaNi3_mp-569776_primitive_12-1,0.761598453,0.019724214,0.448861045,0.007149523,0.020979997,-0.312737408,-0.291757411,-0.333717405,0
TaNi_mp-1217954_primitive_210,0.73062782,0.021265716,0.417705858,0.011408253,0.024132528,-0.312921962,-0.288789434,-0.33705449,0
Zn11Ni2_mp-11532_primitive_100,0.706212509,0.035826657,0.392372489,0.010919807,0.037453859,-0.31384002,-0.27638616,-0.351293879,0
Y2Ni7_mp-574339_primitive_21-2,0.856794673,0.02368878,0.542904297,0.017176273,0.029260599,-0.313890377,-0.284629778,-0.343150975,0
NiSn_mp-680646_primitive_112,0.608892557,0.086870128,0.293925837,0.014037074,0.087996924,-0.31496672,-0.226969796,-0.402963645,2.09171E-06
NiAg3_mp-976772_primitive_210,0.680407721,0.033228899,0.365013106,0.009827273,0.034651624,-0.315394615,-0.280742991,-0.350046238,0
TaNi3_mp-569776_primitive_11-2,0.768243587,0.025457662,0.452835707,0.008809267,0.02693874,-0.31540788,-0.288469139,-0.34234662,0
NiSn_mp-680646_primitive_212,0.601174664,0.056163352,0.285296117,0.014829993,0.058088302,-0.315878548,-0.257790246,-0.37396685,1.40143E-12
NiAg3_mp-976772_primitive_110,0.688770103,0.052871328,0.372485039,0.010054428,0.053818852,-0.316285065,-0.262466213,-0.370103917,2.18714E-14
NiSn_mp-680646_primitive_210,0.620063938,0.075479457,0.303279038,0.015015892,0.076958596,-0.3167849,-0.239826305,-0.393743496,6.25909E-08
TaNi3_mp-569776_primitive_211,0.765152782,0.027527879,0.448168315,0.006909038,0.028381666,-0.316984467,-0.288602802,-0.345366133,0
YNi5_mp-2152_primitive_102,0.866800347,0.036221736,0.54951537,0.01835006,0.040604665,-0.317284977,-0.276680312,-0.357889643,0
TaNi_mp-1217954_primitive_201,0.735129523,0.022604292,0.417625919,0.008996156,0.024328684,-0.317503604,-0.29317492,-0.341832288,0
Zn22Ni3_mp-1207504_primitive_2-1-2,0.705851126,0.028829739,0.388210714,0.015245184,0.032612413,-0.317640412,-0.285027999,-0.350252825,0
Y2Ni7_mp-574339_primitive_110,0.855413994,0.037040244,0.53741488,0.01847214,0.041390816,-0.317999114,-0.276608298,-0.35938993,0
ScNi_mp-11521_primitive_110,0.722590643,0.017229645,0.404464085,0.008370001,0.019155093,-0.318126558,-0.298971465,-0.337281651,0
TaNi3_mp-570491_primitive_11-1,0.756959522,0.028905137,0.43867512,0.009130955,0.030313055,-0.318284401,-0.287971346,-0.348597456,0
TaNi3_mp-891_primitive_121,0.775468612,0.018076411,0.456102191,0.007341894,0.019510511,-0.319366421,-0.29985591,-0.338876931,0
TaNi3_mp-891_primitive_120,0.766512892,0.018579588,0.447041619,0.006555818,0.01970228,-0.319471273,-0.299768993,-0.339173553,0
Y2Ni7_mp-574339_primitive_2-12,0.869095966,0.047085419,0.549269712,0.026645789,0.054102077,-0.319826254,-0.265724177,-0.373928331,1.79856E-14
Ni3Sn4_mp-20174_primitive_111,0.6,0,0.28,0,0,-0.32,-0.32,-0.32,0
