cif_id,Binding_energy,Energy_barrier,prime_struct
FeNi_mp-2213_primitive_212,0,0,FeNi_mp-2213_primitive_212
FeNi_mp-2213_primitive_211,0,0,FeNi_mp-2213_primitive_211
FeNi_mp-2213_primitive_210,0,0,FeNi_mp-2213_primitive_210
FeNi_mp-2213_primitive_101,0,0,FeNi_mp-2213_primitive_101
FeNi_mp-2213_primitive_201,0,0,FeNi_mp-2213_primitive_201
FeNi_mp-2213_primitive_100,0,0,FeNi_mp-2213_primitive_100
FeNi_mp-2213_primitive_112,0,0,FeNi_mp-2213_primitive_112
FeNi_mp-2213_primitive_102,0,0,FeNi_mp-2213_primitive_102
FeNi_mp-2213_primitive_001,0,0,FeNi_mp-2213_primitive_001
Ga21Ni5_mp-1225030_primitive_111,0,0,Ga21Ni5_mp-1225030_primitive_111
Ga21Ni5_mp-1225030_primitive_221,0,0,Ga21Ni5_mp-1225030_primitive_221
Ga21Ni5_mp-1225030_primitive_110,0,0,Ga21Ni5_mp-1225030_primitive_110
Ga21Ni5_mp-1225030_primitive_22-1,0,0,Ga21Ni5_mp-1225030_primitive_22-1
Ga21Ni5_mp-1225030_primitive_211,0,0,Ga21Ni5_mp-1225030_primitive_211
Ga21Ni5_mp-1225030_primitive_21-1,0,0,Ga21Ni5_mp-1225030_primitive_21-1
Ga21Ni5_mp-1225030_primitive_21-2,0,0,Ga21Ni5_mp-1225030_primitive_21-2
Ga21Ni5_mp-1225030_primitive_20-1,0,0,Ga21Ni5_mp-1225030_primitive_20-1
Ga21Ni5_mp-1225030_primitive_10-1,0,0,Ga21Ni5_mp-1225030_primitive_10-1
Ga21Ni5_mp-1225030_primitive_2-1-1,0,0,Ga21Ni5_mp-1225030_primitive_2-1-1
Ga21Ni5_mp-1225030_primitive_2-1-2,0,0,Ga21Ni5_mp-1225030_primitive_2-1-2
Ga21Ni5_mp-1225030_primitive_1-1-1,0,0,Ga21Ni5_mp-1225030_primitive_1-1-1
Ga21Ni5_mp-1225030_primitive_12-1,0,0,Ga21Ni5_mp-1225030_primitive_12-1
Ga21Ni5_mp-1225030_primitive_12-2,0,0,Ga21Ni5_mp-1225030_primitive_12-2
Ga21Ni5_mp-1225030_primitive_11-2,0,0,Ga21Ni5_mp-1225030_primitive_11-2
Ga21Ni5_mp-1225030_primitive_1-1-2,0,0,Ga21Ni5_mp-1225030_primitive_1-1-2
Ga21Ni5_mp-1225030_primitive_1-2-2,0,0,Ga21Ni5_mp-1225030_primitive_1-2-2
Ga21Ni5_mp-1225030_primitive_011,0,0,Ga21Ni5_mp-1225030_primitive_011
Ga21Ni5_mp-1225030_primitive_02-1,0,0,Ga21Ni5_mp-1225030_primitive_02-1
Ga3Ni2_mp-11397_primitive_111,0,0,Ga3Ni2_mp-11397_primitive_111
Ga3Ni2_mp-11397_primitive_221,0,0,Ga3Ni2_mp-11397_primitive_221
Ga3Ni2_mp-11397_primitive_110,0,0,Ga3Ni2_mp-11397_primitive_110
Ga3Ni2_mp-11397_primitive_212,0,0,Ga3Ni2_mp-11397_primitive_212
Ga3Ni2_mp-11397_primitive_211,0,0,Ga3Ni2_mp-11397_primitive_211
Ga3Ni2_mp-11397_primitive_210,0,0,Ga3Ni2_mp-11397_primitive_210
Ga3Ni2_mp-11397_primitive_101,0,0,Ga3Ni2_mp-11397_primitive_101
Ga3Ni2_mp-11397_primitive_201,0,0,Ga3Ni2_mp-11397_primitive_201
Ga3Ni2_mp-11397_primitive_100,0,0,Ga3Ni2_mp-11397_primitive_100
Ga3Ni2_mp-11397_primitive_2-12,0,0,Ga3Ni2_mp-11397_primitive_2-12
Ga3Ni2_mp-11397_primitive_102,0,0,Ga3Ni2_mp-11397_primitive_102
Ga3Ni2_mp-11397_primitive_001,0,0,Ga3Ni2_mp-11397_primitive_001
Ga3Ni5_mp-11398_primitive_111,0,0,Ga3Ni5_mp-11398_primitive_111
Ga3Ni5_mp-11398_primitive_221,0,0,Ga3Ni5_mp-11398_primitive_221
Ga3Ni5_mp-11398_primitive_110,0,0,Ga3Ni5_mp-11398_primitive_110
Ga3Ni5_mp-11398_primitive_212,0,0,Ga3Ni5_mp-11398_primitive_212
Ga3Ni5_mp-11398_primitive_211,0,0,Ga3Ni5_mp-11398_primitive_211
Ga3Ni5_mp-11398_primitive_210,0,0,Ga3Ni5_mp-11398_primitive_210
Ga3Ni5_mp-11398_primitive_101,0,0,Ga3Ni5_mp-11398_primitive_101
Ga3Ni5_mp-11398_primitive_201,0,0,Ga3Ni5_mp-11398_primitive_201
Ga3Ni5_mp-11398_primitive_100,0,0,Ga3Ni5_mp-11398_primitive_100
Ga3Ni5_mp-11398_primitive_2-12,0,0,Ga3Ni5_mp-11398_primitive_2-12
Ga3Ni5_mp-11398_primitive_2-11,0,0,Ga3Ni5_mp-11398_primitive_2-11
Ga3Ni5_mp-11398_primitive_2-10,0,0,Ga3Ni5_mp-11398_primitive_2-10
Ga3Ni5_mp-11398_primitive_1-11,0,0,Ga3Ni5_mp-11398_primitive_1-11
Ga3Ni5_mp-11398_primitive_2-21,0,0,Ga3Ni5_mp-11398_primitive_2-21
Ga3Ni5_mp-11398_primitive_1-10,0,0,Ga3Ni5_mp-11398_primitive_1-10
Ga3Ni5_mp-11398_primitive_112,0,0,Ga3Ni5_mp-11398_primitive_112
Ga3Ni5_mp-11398_primitive_102,0,0,Ga3Ni5_mp-11398_primitive_102
Ga3Ni5_mp-11398_primitive_1-12,0,0,Ga3Ni5_mp-11398_primitive_1-12
Ga3Ni5_mp-11398_primitive_001,0,0,Ga3Ni5_mp-11398_primitive_001
Ga4Ni3_mp-30655_primitive_111,0,0,Ga4Ni3_mp-30655_primitive_111
Ga4Ni3_mp-30655_primitive_221,0,0,Ga4Ni3_mp-30655_primitive_221
Ga4Ni3_mp-30655_primitive_110,0,0,Ga4Ni3_mp-30655_primitive_110
Ga4Ni3_mp-30655_primitive_22-1,0,0,Ga4Ni3_mp-30655_primitive_22-1
Ga4Ni3_mp-30655_primitive_11-1,0,0,Ga4Ni3_mp-30655_primitive_11-1
Ga4Ni3_mp-30655_primitive_211,0,0,Ga4Ni3_mp-30655_primitive_211
Ga4Ni3_mp-30655_primitive_210,0,0,Ga4Ni3_mp-30655_primitive_210
Ga4Ni3_mp-30655_primitive_21-1,0,0,Ga4Ni3_mp-30655_primitive_21-1
Ga4Ni3_mp-30655_primitive_100,0,0,Ga4Ni3_mp-30655_primitive_100
Ga5Ni_mp-1095578_primitive_111,0,0,Ga5Ni_mp-1095578_primitive_111
Ga5Ni_mp-1095578_primitive_221,0,0,Ga5Ni_mp-1095578_primitive_221
Ga5Ni_mp-1095578_primitive_110,0,0,Ga5Ni_mp-1095578_primitive_110
Ga5Ni_mp-1095578_primitive_22-1,0,0,Ga5Ni_mp-1095578_primitive_22-1
Ga5Ni_mp-1095578_primitive_11-1,0,0,Ga5Ni_mp-1095578_primitive_11-1
Ga5Ni_mp-1095578_primitive_212,0,0,Ga5Ni_mp-1095578_primitive_212
Ga5Ni_mp-1095578_primitive_211,0,0,Ga5Ni_mp-1095578_primitive_211
Ga5Ni_mp-1095578_primitive_210,0,0,Ga5Ni_mp-1095578_primitive_210
Ga5Ni_mp-1095578_primitive_21-1,0,0,Ga5Ni_mp-1095578_primitive_21-1
Ga5Ni_mp-1095578_primitive_101,0,0,Ga5Ni_mp-1095578_primitive_101
Ga5Ni_mp-1095578_primitive_201,0,0,Ga5Ni_mp-1095578_primitive_201
Ga5Ni_mp-1095578_primitive_100,0,0,Ga5Ni_mp-1095578_primitive_100
Ga5Ni_mp-1095578_primitive_2-12,0,0,Ga5Ni_mp-1095578_primitive_2-12
Ga5Ni_mp-1095578_primitive_2-11,0,0,Ga5Ni_mp-1095578_primitive_2-11
Ga5Ni_mp-1095578_primitive_1-11,0,0,Ga5Ni_mp-1095578_primitive_1-11
Ga5Ni_mp-1095578_primitive_2-21,0,0,Ga5Ni_mp-1095578_primitive_2-21
Ga5Ni_mp-1095578_primitive_1-10,0,0,Ga5Ni_mp-1095578_primitive_1-10
Ga5Ni_mp-1095578_primitive_112,0,0,Ga5Ni_mp-1095578_primitive_112
Ga5Ni_mp-1095578_primitive_102,0,0,Ga5Ni_mp-1095578_primitive_102
Ga7Ni3_mp-16852_primitive_111,0,0,Ga7Ni3_mp-16852_primitive_111
Ga7Ni3_mp-16852_primitive_221,0,0,Ga7Ni3_mp-16852_primitive_221
Ga7Ni3_mp-16852_primitive_110,0,0,Ga7Ni3_mp-16852_primitive_110
Ga7Ni3_mp-16852_primitive_22-1,0,0,Ga7Ni3_mp-16852_primitive_22-1
Ga7Ni3_mp-16852_primitive_11-1,0,0,Ga7Ni3_mp-16852_primitive_11-1
Ga7Ni3_mp-16852_primitive_211,0,0,Ga7Ni3_mp-16852_primitive_211
Ga7Ni3_mp-16852_primitive_210,0,0,Ga7Ni3_mp-16852_primitive_210
Ga7Ni3_mp-16852_primitive_21-1,0,0,Ga7Ni3_mp-16852_primitive_21-1
Ga7Ni3_mp-16852_primitive_100,0,0,Ga7Ni3_mp-16852_primitive_100
Ga9Ni13_mp-21589_primitive_111,0,0,Ga9Ni13_mp-21589_primitive_111
Ga9Ni13_mp-21589_primitive_221,0,0,Ga9Ni13_mp-21589_primitive_221
Ga9Ni13_mp-21589_primitive_110,0,0,Ga9Ni13_mp-21589_primitive_110
Ga9Ni13_mp-21589_primitive_212,0,0,Ga9Ni13_mp-21589_primitive_212
Ga9Ni13_mp-21589_primitive_211,0,0,Ga9Ni13_mp-21589_primitive_211
Ga9Ni13_mp-21589_primitive_210,0,0,Ga9Ni13_mp-21589_primitive_210
Ga9Ni13_mp-21589_primitive_101,0,0,Ga9Ni13_mp-21589_primitive_101
Ga9Ni13_mp-21589_primitive_201,0,0,Ga9Ni13_mp-21589_primitive_201
Ga9Ni13_mp-21589_primitive_100,0,0,Ga9Ni13_mp-21589_primitive_100
Ga9Ni13_mp-21589_primitive_20-1,0,0,Ga9Ni13_mp-21589_primitive_20-1
Ga9Ni13_mp-21589_primitive_2-12,0,0,Ga9Ni13_mp-21589_primitive_2-12
Ga9Ni13_mp-21589_primitive_2-11,0,0,Ga9Ni13_mp-21589_primitive_2-11
Ga9Ni13_mp-21589_primitive_2-10,0,0,Ga9Ni13_mp-21589_primitive_2-10
Ga9Ni13_mp-21589_primitive_2-1-1,0,0,Ga9Ni13_mp-21589_primitive_2-1-1
Ga9Ni13_mp-21589_primitive_1-11,0,0,Ga9Ni13_mp-21589_primitive_1-11
Ga9Ni13_mp-21589_primitive_2-21,0,0,Ga9Ni13_mp-21589_primitive_2-21
Ga9Ni13_mp-21589_primitive_1-10,0,0,Ga9Ni13_mp-21589_primitive_1-10
Ga9Ni13_mp-21589_primitive_2-2-1,0,0,Ga9Ni13_mp-21589_primitive_2-2-1
Ga9Ni13_mp-21589_primitive_1-1-1,0,0,Ga9Ni13_mp-21589_primitive_1-1-1
Ga9Ni13_mp-21589_primitive_112,0,0,Ga9Ni13_mp-21589_primitive_112
Ga9Ni13_mp-21589_primitive_102,0,0,Ga9Ni13_mp-21589_primitive_102
Ga9Ni13_mp-21589_primitive_1-12,0,0,Ga9Ni13_mp-21589_primitive_1-12
Ga9Ni13_mp-21589_primitive_001,0,0,Ga9Ni13_mp-21589_primitive_001
GaNi2_mp-1224858_primitive_111,0,0,GaNi2_mp-1224858_primitive_111
GaNi2_mp-1224858_primitive_221,0,0,GaNi2_mp-1224858_primitive_221
GaNi2_mp-1224858_primitive_110,0,0,GaNi2_mp-1224858_primitive_110
GaNi2_mp-1224858_primitive_212,0,0,GaNi2_mp-1224858_primitive_212
GaNi2_mp-1224858_primitive_211,0,0,GaNi2_mp-1224858_primitive_211
GaNi2_mp-1224858_primitive_210,0,0,GaNi2_mp-1224858_primitive_210
GaNi2_mp-1224858_primitive_101,0,0,GaNi2_mp-1224858_primitive_101
GaNi2_mp-1224858_primitive_201,0,0,GaNi2_mp-1224858_primitive_201
GaNi2_mp-1224858_primitive_100,0,0,GaNi2_mp-1224858_primitive_100
GaNi2_mp-1224858_primitive_2-12,0,0,GaNi2_mp-1224858_primitive_2-12
GaNi2_mp-1224858_primitive_102,0,0,GaNi2_mp-1224858_primitive_102
GaNi2_mp-1224858_primitive_001,0,0,GaNi2_mp-1224858_primitive_001
GaNi2_mp-570904_primitive_111,0,0,GaNi2_mp-570904_primitive_111
GaNi2_mp-570904_primitive_221,0,0,GaNi2_mp-570904_primitive_221
GaNi2_mp-570904_primitive_110,0,0,GaNi2_mp-570904_primitive_110
GaNi2_mp-570904_primitive_212,0,0,GaNi2_mp-570904_primitive_212
GaNi2_mp-570904_primitive_211,0,0,GaNi2_mp-570904_primitive_211
GaNi2_mp-570904_primitive_210,0,0,GaNi2_mp-570904_primitive_210
GaNi2_mp-570904_primitive_101,0,0,GaNi2_mp-570904_primitive_101
GaNi2_mp-570904_primitive_201,0,0,GaNi2_mp-570904_primitive_201
GaNi2_mp-570904_primitive_100,0,0,GaNi2_mp-570904_primitive_100
GaNi2_mp-570904_primitive_2-12,0,0,GaNi2_mp-570904_primitive_2-12
GaNi2_mp-570904_primitive_102,0,0,GaNi2_mp-570904_primitive_102
GaNi2_mp-570904_primitive_001,0,0,GaNi2_mp-570904_primitive_001
GaNi3_mp-1184034_primitive_111,0,0,GaNi3_mp-1184034_primitive_111
GaNi3_mp-1184034_primitive_221,0,0,GaNi3_mp-1184034_primitive_221
GaNi3_mp-1184034_primitive_110,0,0,GaNi3_mp-1184034_primitive_110
GaNi3_mp-1184034_primitive_22-1,0,0,GaNi3_mp-1184034_primitive_22-1
GaNi3_mp-1184034_primitive_11-1,0,0,GaNi3_mp-1184034_primitive_11-1
GaNi3_mp-1184034_primitive_212,0,0,GaNi3_mp-1184034_primitive_212
GaNi3_mp-1184034_primitive_211,0,0,GaNi3_mp-1184034_primitive_211
GaNi3_mp-1184034_primitive_210,0,0,GaNi3_mp-1184034_primitive_210
GaNi3_mp-1184034_primitive_21-1,0,0,GaNi3_mp-1184034_primitive_21-1
GaNi3_mp-1184034_primitive_101,0,0,GaNi3_mp-1184034_primitive_101
GaNi3_mp-1184034_primitive_201,0,0,GaNi3_mp-1184034_primitive_201
GaNi3_mp-1184034_primitive_100,0,0,GaNi3_mp-1184034_primitive_100
GaNi3_mp-1184034_primitive_2-12,0,0,GaNi3_mp-1184034_primitive_2-12
GaNi3_mp-1184034_primitive_2-11,0,0,GaNi3_mp-1184034_primitive_2-11
GaNi3_mp-1184034_primitive_1-11,0,0,GaNi3_mp-1184034_primitive_1-11
GaNi3_mp-1184034_primitive_2-21,0,0,GaNi3_mp-1184034_primitive_2-21
GaNi3_mp-1184034_primitive_1-10,0,0,GaNi3_mp-1184034_primitive_1-10
GaNi3_mp-1184034_primitive_112,0,0,GaNi3_mp-1184034_primitive_112
GaNi3_mp-1184034_primitive_102,0,0,GaNi3_mp-1184034_primitive_102
GaNi3_mp-1184058_primitive_111,0,0,GaNi3_mp-1184058_primitive_111
GaNi3_mp-1184058_primitive_221,0,0,GaNi3_mp-1184058_primitive_221
GaNi3_mp-1184058_primitive_110,0,0,GaNi3_mp-1184058_primitive_110
GaNi3_mp-1184058_primitive_212,0,0,GaNi3_mp-1184058_primitive_212
GaNi3_mp-1184058_primitive_211,0,0,GaNi3_mp-1184058_primitive_211
GaNi3_mp-1184058_primitive_210,0,0,GaNi3_mp-1184058_primitive_210
GaNi3_mp-1184058_primitive_101,0,0,GaNi3_mp-1184058_primitive_101
GaNi3_mp-1184058_primitive_201,0,0,GaNi3_mp-1184058_primitive_201
GaNi3_mp-1184058_primitive_100,0,0,GaNi3_mp-1184058_primitive_100
GaNi3_mp-1184058_primitive_2-12,0,0,GaNi3_mp-1184058_primitive_2-12
GaNi3_mp-1184058_primitive_102,0,0,GaNi3_mp-1184058_primitive_102
GaNi3_mp-1184058_primitive_001,0,0,GaNi3_mp-1184058_primitive_001
GaNi3_mp-815_primitive_111,0,0,GaNi3_mp-815_primitive_111
GaNi3_mp-815_primitive_221,0,0,GaNi3_mp-815_primitive_221
GaNi3_mp-815_primitive_110,0,0,GaNi3_mp-815_primitive_110
GaNi3_mp-815_primitive_211,0,0,GaNi3_mp-815_primitive_211
GaNi3_mp-815_primitive_210,0,0,GaNi3_mp-815_primitive_210
GaNi3_mp-815_primitive_100,0,0,GaNi3_mp-815_primitive_100
GaNi_mp-1941_primitive_111,0,0,GaNi_mp-1941_primitive_111
GaNi_mp-1941_primitive_221,0,0,GaNi_mp-1941_primitive_221
GaNi_mp-1941_primitive_110,0,0,GaNi_mp-1941_primitive_110
GaNi_mp-1941_primitive_211,0,0,GaNi_mp-1941_primitive_211
GaNi_mp-1941_primitive_210,0,0,GaNi_mp-1941_primitive_210
GaNi_mp-1941_primitive_100,0,0,GaNi_mp-1941_primitive_100
Hf2Ni7_mp-1205858_primitive_111,0,0,Hf2Ni7_mp-1205858_primitive_111
Hf2Ni7_mp-1205858_primitive_221,0,0,Hf2Ni7_mp-1205858_primitive_221
Hf2Ni7_mp-1205858_primitive_110,0,0,Hf2Ni7_mp-1205858_primitive_110
Hf2Ni7_mp-1205858_primitive_212,0,0,Hf2Ni7_mp-1205858_primitive_212
Hf2Ni7_mp-1205858_primitive_211,0,0,Hf2Ni7_mp-1205858_primitive_211
Hf2Ni7_mp-1205858_primitive_210,0,0,Hf2Ni7_mp-1205858_primitive_210
Hf2Ni7_mp-1205858_primitive_21-1,0,0,Hf2Ni7_mp-1205858_primitive_21-1
Hf2Ni7_mp-1205858_primitive_21-2,0,0,Hf2Ni7_mp-1205858_primitive_21-2
Hf2Ni7_mp-1205858_primitive_101,0,0,Hf2Ni7_mp-1205858_primitive_101
Hf2Ni7_mp-1205858_primitive_201,0,0,Hf2Ni7_mp-1205858_primitive_201
Hf2Ni7_mp-1205858_primitive_100,0,0,Hf2Ni7_mp-1205858_primitive_100
Hf2Ni7_mp-1205858_primitive_20-1,0,0,Hf2Ni7_mp-1205858_primitive_20-1
Hf2Ni7_mp-1205858_primitive_10-1,0,0,Hf2Ni7_mp-1205858_primitive_10-1
Hf2Ni7_mp-1205858_primitive_2-12,0,0,Hf2Ni7_mp-1205858_primitive_2-12
Hf2Ni7_mp-1205858_primitive_2-11,0,0,Hf2Ni7_mp-1205858_primitive_2-11
Hf2Ni7_mp-1205858_primitive_2-10,0,0,Hf2Ni7_mp-1205858_primitive_2-10
Hf2Ni7_mp-1205858_primitive_2-1-1,0,0,Hf2Ni7_mp-1205858_primitive_2-1-1
Hf2Ni7_mp-1205858_primitive_2-1-2,0,0,Hf2Ni7_mp-1205858_primitive_2-1-2
Hf2Ni7_mp-1205858_primitive_1-11,0,0,Hf2Ni7_mp-1205858_primitive_1-11
Hf2Ni7_mp-1205858_primitive_2-21,0,0,Hf2Ni7_mp-1205858_primitive_2-21
Hf2Ni7_mp-1205858_primitive_1-10,0,0,Hf2Ni7_mp-1205858_primitive_1-10
Hf2Ni7_mp-1205858_primitive_2-2-1,0,0,Hf2Ni7_mp-1205858_primitive_2-2-1
Hf2Ni7_mp-1205858_primitive_1-1-1,0,0,Hf2Ni7_mp-1205858_primitive_1-1-1
Hf2Ni7_mp-1205858_primitive_112,0,0,Hf2Ni7_mp-1205858_primitive_112
Hf2Ni7_mp-1205858_primitive_102,0,0,Hf2Ni7_mp-1205858_primitive_102
Hf2Ni7_mp-1205858_primitive_10-2,0,0,Hf2Ni7_mp-1205858_primitive_10-2
Hf2Ni7_mp-1205858_primitive_1-12,0,0,Hf2Ni7_mp-1205858_primitive_1-12
Hf2Ni7_mp-1205858_primitive_1-1-2,0,0,Hf2Ni7_mp-1205858_primitive_1-1-2
Hf2Ni7_mp-1205858_primitive_001,0,0,Hf2Ni7_mp-1205858_primitive_001
Hf2Ni_mp-861_primitive_111,0,0,Hf2Ni_mp-861_primitive_111
Hf2Ni_mp-861_primitive_221,0,0,Hf2Ni_mp-861_primitive_221
Hf2Ni_mp-861_primitive_110,0,0,Hf2Ni_mp-861_primitive_110
Hf2Ni_mp-861_primitive_22-1,0,0,Hf2Ni_mp-861_primitive_22-1
Hf2Ni_mp-861_primitive_11-1,0,0,Hf2Ni_mp-861_primitive_11-1
Hf2Ni_mp-861_primitive_212,0,0,Hf2Ni_mp-861_primitive_212
Hf2Ni_mp-861_primitive_211,0,0,Hf2Ni_mp-861_primitive_211
Hf2Ni_mp-861_primitive_210,0,0,Hf2Ni_mp-861_primitive_210
Hf2Ni_mp-861_primitive_21-1,0,0,Hf2Ni_mp-861_primitive_21-1
Hf2Ni_mp-861_primitive_101,0,0,Hf2Ni_mp-861_primitive_101
Hf2Ni_mp-861_primitive_201,0,0,Hf2Ni_mp-861_primitive_201
Hf2Ni_mp-861_primitive_100,0,0,Hf2Ni_mp-861_primitive_100
Hf2Ni_mp-861_primitive_2-12,0,0,Hf2Ni_mp-861_primitive_2-12
Hf2Ni_mp-861_primitive_2-11,0,0,Hf2Ni_mp-861_primitive_2-11
Hf2Ni_mp-861_primitive_1-11,0,0,Hf2Ni_mp-861_primitive_1-11
Hf2Ni_mp-861_primitive_2-21,0,0,Hf2Ni_mp-861_primitive_2-21
Hf2Ni_mp-861_primitive_1-10,0,0,Hf2Ni_mp-861_primitive_1-10
Hf2Ni_mp-861_primitive_112,0,0,Hf2Ni_mp-861_primitive_112
Hf2Ni_mp-861_primitive_102,0,0,Hf2Ni_mp-861_primitive_102
Hf3Ni7_mp-27166_primitive_111,0,0,Hf3Ni7_mp-27166_primitive_111
Hf3Ni7_mp-27166_primitive_221,0,0,Hf3Ni7_mp-27166_primitive_221
Hf3Ni7_mp-27166_primitive_110,0,0,Hf3Ni7_mp-27166_primitive_110
Hf3Ni7_mp-27166_primitive_22-1,0,0,Hf3Ni7_mp-27166_primitive_22-1
Hf3Ni7_mp-27166_primitive_11-1,0,0,Hf3Ni7_mp-27166_primitive_11-1
Hf3Ni7_mp-27166_primitive_212,0,0,Hf3Ni7_mp-27166_primitive_212
Hf3Ni7_mp-27166_primitive_211,0,0,Hf3Ni7_mp-27166_primitive_211
Hf3Ni7_mp-27166_primitive_210,0,0,Hf3Ni7_mp-27166_primitive_210
Hf3Ni7_mp-27166_primitive_21-1,0,0,Hf3Ni7_mp-27166_primitive_21-1
Hf3Ni7_mp-27166_primitive_21-2,0,0,Hf3Ni7_mp-27166_primitive_21-2
Hf3Ni7_mp-27166_primitive_101,0,0,Hf3Ni7_mp-27166_primitive_101
Hf3Ni7_mp-27166_primitive_201,0,0,Hf3Ni7_mp-27166_primitive_201
Hf3Ni7_mp-27166_primitive_100,0,0,Hf3Ni7_mp-27166_primitive_100
Hf3Ni7_mp-27166_primitive_20-1,0,0,Hf3Ni7_mp-27166_primitive_20-1
Hf3Ni7_mp-27166_primitive_10-1,0,0,Hf3Ni7_mp-27166_primitive_10-1
Hf3Ni7_mp-27166_primitive_2-12,0,0,Hf3Ni7_mp-27166_primitive_2-12
Hf3Ni7_mp-27166_primitive_2-11,0,0,Hf3Ni7_mp-27166_primitive_2-11
Hf3Ni7_mp-27166_primitive_2-10,0,0,Hf3Ni7_mp-27166_primitive_2-10
Hf3Ni7_mp-27166_primitive_2-1-1,0,0,Hf3Ni7_mp-27166_primitive_2-1-1
Hf3Ni7_mp-27166_primitive_2-1-2,0,0,Hf3Ni7_mp-27166_primitive_2-1-2
Hf3Ni7_mp-27166_primitive_1-11,0,0,Hf3Ni7_mp-27166_primitive_1-11
Hf3Ni7_mp-27166_primitive_2-21,0,0,Hf3Ni7_mp-27166_primitive_2-21
Hf3Ni7_mp-27166_primitive_1-10,0,0,Hf3Ni7_mp-27166_primitive_1-10
Hf3Ni7_mp-27166_primitive_2-2-1,0,0,Hf3Ni7_mp-27166_primitive_2-2-1
Hf3Ni7_mp-27166_primitive_1-1-1,0,0,Hf3Ni7_mp-27166_primitive_1-1-1
Hf3Ni7_mp-27166_primitive_122,0,0,Hf3Ni7_mp-27166_primitive_122
Hf3Ni7_mp-27166_primitive_121,0,0,Hf3Ni7_mp-27166_primitive_121
Hf3Ni7_mp-27166_primitive_120,0,0,Hf3Ni7_mp-27166_primitive_120
Hf3Ni7_mp-27166_primitive_12-1,0,0,Hf3Ni7_mp-27166_primitive_12-1
Hf3Ni7_mp-27166_primitive_12-2,0,0,Hf3Ni7_mp-27166_primitive_12-2
Hf3Ni7_mp-27166_primitive_112,0,0,Hf3Ni7_mp-27166_primitive_112
Hf3Ni7_mp-27166_primitive_11-2,0,0,Hf3Ni7_mp-27166_primitive_11-2
Hf3Ni7_mp-27166_primitive_102,0,0,Hf3Ni7_mp-27166_primitive_102
Hf3Ni7_mp-27166_primitive_10-2,0,0,Hf3Ni7_mp-27166_primitive_10-2
Hf3Ni7_mp-27166_primitive_1-12,0,0,Hf3Ni7_mp-27166_primitive_1-12
Hf3Ni7_mp-27166_primitive_1-1-2,0,0,Hf3Ni7_mp-27166_primitive_1-1-2
Hf3Ni7_mp-27166_primitive_1-22,0,0,Hf3Ni7_mp-27166_primitive_1-22
Hf3Ni7_mp-27166_primitive_1-21,0,0,Hf3Ni7_mp-27166_primitive_1-21
Hf3Ni7_mp-27166_primitive_1-20,0,0,Hf3Ni7_mp-27166_primitive_1-20
Hf3Ni7_mp-27166_primitive_1-2-1,0,0,Hf3Ni7_mp-27166_primitive_1-2-1
Hf3Ni7_mp-27166_primitive_1-2-2,0,0,Hf3Ni7_mp-27166_primitive_1-2-2
Hf3Ni7_mp-27166_primitive_011,0,0,Hf3Ni7_mp-27166_primitive_011
Hf3Ni7_mp-27166_primitive_021,0,0,Hf3Ni7_mp-27166_primitive_021
Hf3Ni7_mp-27166_primitive_010,0,0,Hf3Ni7_mp-27166_primitive_010
Hf3Ni7_mp-27166_primitive_02-1,0,0,Hf3Ni7_mp-27166_primitive_02-1
Hf3Ni7_mp-27166_primitive_01-1,0,0,Hf3Ni7_mp-27166_primitive_01-1
Hf3Ni7_mp-27166_primitive_012,0,0,Hf3Ni7_mp-27166_primitive_012
Hf3Ni7_mp-27166_primitive_01-2,0,0,Hf3Ni7_mp-27166_primitive_01-2
Hf3Ni7_mp-27166_primitive_001,0,0,Hf3Ni7_mp-27166_primitive_001
Hf3Ni_mp-1184570_primitive_111,0,0,Hf3Ni_mp-1184570_primitive_111
Hf3Ni_mp-1184570_primitive_221,0,0,Hf3Ni_mp-1184570_primitive_221
Hf3Ni_mp-1184570_primitive_110,0,0,Hf3Ni_mp-1184570_primitive_110
Hf3Ni_mp-1184570_primitive_211,0,0,Hf3Ni_mp-1184570_primitive_211
Hf3Ni_mp-1184570_primitive_210,0,0,Hf3Ni_mp-1184570_primitive_210
Hf3Ni_mp-1184570_primitive_100,0,0,Hf3Ni_mp-1184570_primitive_100
Hf3Ni_mp-1184747_primitive_111,0,0,Hf3Ni_mp-1184747_primitive_111
Hf3Ni_mp-1184747_primitive_221,0,0,Hf3Ni_mp-1184747_primitive_221
Hf3Ni_mp-1184747_primitive_110,0,0,Hf3Ni_mp-1184747_primitive_110
Hf3Ni_mp-1184747_primitive_212,0,0,Hf3Ni_mp-1184747_primitive_212
Hf3Ni_mp-1184747_primitive_211,0,0,Hf3Ni_mp-1184747_primitive_211
Hf3Ni_mp-1184747_primitive_210,0,0,Hf3Ni_mp-1184747_primitive_210
Hf3Ni_mp-1184747_primitive_101,0,0,Hf3Ni_mp-1184747_primitive_101
Hf3Ni_mp-1184747_primitive_201,0,0,Hf3Ni_mp-1184747_primitive_201
Hf3Ni_mp-1184747_primitive_100,0,0,Hf3Ni_mp-1184747_primitive_100
Hf3Ni_mp-1184747_primitive_2-12,0,0,Hf3Ni_mp-1184747_primitive_2-12
Hf3Ni_mp-1184747_primitive_102,0,0,Hf3Ni_mp-1184747_primitive_102
